5495049 | cookie cookie | New mark | 12.100
2143509 | donnat  | Kinder | 12
7185770 | cake pie | Nestle | 21.29
770805 | cookie  | New mark | 18
5361666 | bisquits chocolate | Ood | 2
3264056 | cake  | Karmela | 4
1049230 | cake cookie | Milka | 25.382
2119066 | waffle pie | Ood | 20.636
4309838 | cookie pie | New mark | 1
118728 | bonbon  | Nestle | 1
220703 | pie  | Milka | 3.384
6470739 | donnat donnat | Nestle | 1.873
751981 | bonbon waffle | New mark | 20.575
767845 | bisquits chocolate | New mark | 12
704869 | cookie  | Ood | 5
7639867 | cookie waffle | Karmela | 29
6711626 | cake cake | New mark | 0
39665 | bonbon bonbon | Karmela | 23.985
9784909 | bisquits  | Karmela | 6
8381351 | waffle  | Kinder | 4.311
6027290 | bonbon bonbon | Karmela | 22
4101884 | pie  | Nestle | 22
4331901 | donnat donnat | Nestle | 12
7786158 | cookie bisquits | Kinder | 22
8330274 | bonbon  | Karmela | 17
6254633 | waffle  | Kinder | 1.38
3613217 | cookie  | Milka | 24
7474810 | chocolate donnat | Milka | 22
8944535 | cookie  | Karmela | 15.941
7461160 | chocolate  | My firm | 13
114815 | pie  | Ood | 12
2873268 | bisquits bonbon | My firm | 10
1525525 | chocolate donnat | Milka | 3
8686116 | pie  | Nestle | 13
8710889 | chocolate  | Nestle | 11
7429896 | chocolate donnat | Kinder | 1
2615827 | waffle donnat | Nestle | 17.13
245493 | donnat bonbon | Ood | 10
8561656 | bonbon cake | Nestle | 25.227
761573 | cake pie | Karmela | 12.121
8999194 | pie pie | My firm | 15
7637054 | pie  | My firm | 25.479
1183668 | waffle  | Milka | 7
1283572 | waffle cake | Milka | 7.193
5027078 | pie cookie | Karmela | 24
3371888 | bonbon chocolate | Nestle | 5
8168667 | bonbon  | Milka | 2
5870540 | bisquits waffle | Milka | 18
5044395 | bonbon  | Karmela | 5.765
2609975 | chocolate donnat | Kinder | 9
7811780 | bisquits bonbon | Ood | 14.578
4469700 | waffle  | Milka | 20
1283153 | bisquits  | Nestle | 2
4089200 | bonbon  | New mark | 26.429
7384249 | pie bisquits | Kinder | 23.805
1011636 | cake  | Milka | 3
9258263 | cake cake | Kinder | 16.132
6658930 | waffle chocolate | My firm | 4
1536561 | donnat  | New mark | 1
7740594 | pie  | Ood | 11
8006843 | chocolate donnat | Milka | 28
4830937 | waffle bonbon | Ood | 17.605
1386606 | bonbon chocolate | Milka | 26.947
6666496 | chocolate chocolate | My firm | 4
5742245 | cake donnat | Nestle | 3
4661286 | waffle  | My firm | 20.689
8169146 | bisquits  | New mark | 23
6843484 | bisquits chocolate | New mark | 18.29
9040887 | cake waffle | Nestle | 15
4305235 | bonbon donnat | My firm | 5
4127286 | donnat bonbon | Ood | 7
6668740 | bisquits  | Karmela | 15.281
8435259 | cookie  | New mark | 0
5620399 | cake  | Kinder | 10
7996238 | waffle  | My firm | 26.466
9722093 | donnat waffle | Karmela | 20
1801134 | bonbon cake | New mark | 24.607
5869976 | cake bonbon | My firm | 6.707
7807056 | cookie bonbon | My firm | 13
7581904 | waffle chocolate | Milka | 12
1311763 | cookie  | Milka | 22.313
5476821 | bisquits bisquits | Milka | 23
9421265 | cake bonbon | New mark | 5.788
7226339 | waffle cake | New mark | 19.384
7647239 | chocolate  | Karmela | 15.135
2701035 | waffle waffle | Milka | 9.875
2666404 | cake  | New mark | 20
8138207 | waffle  | New mark | 10
6101874 | pie  | Karmela | 20.908
7628792 | bisquits chocolate | Ood | 26
5401254 | pie pie | Ood | 13
5623675 | chocolate  | New mark | 24
7908451 | donnat donnat | Ood | 5.524
4291895 | waffle  | Karmela | 27
5670768 | cookie  | My firm | 1
1293928 | chocolate  | Nestle | 13
8853586 | waffle  | New mark | 29
8630446 | pie  | New mark | 16.197
7796310 | cake  | Kinder | 10
663190 | donnat  | New mark | 28
5100224 | cake waffle | New mark | 27.524
898895 | bisquits waffle | Karmela | 13
8497447 | bonbon  | New mark | 1.345
2547040 | bisquits  | Ood | 21
3847212 | pie cookie | Kinder | 27
1628444 | donnat waffle | Ood | 7
1077186 | waffle cookie | Nestle | 27
2165743 | pie chocolate | Ood | 16.442
6135856 | bisquits bonbon | Karmela | 4.453
2460405 | waffle donnat | Milka | 26
9245541 | pie pie | Milka | 23
5304110 | cookie bisquits | Milka | 0.516
2105436 | waffle  | New mark | 10.585
7147406 | cookie pie | Kinder | 16.668
9427715 | bonbon chocolate | New mark | 6.764
9273637 | cake  | New mark | 8
4078062 | donnat  | Nestle | 21.376
6429686 | waffle pie | Nestle | 3.435
3825689 | pie bisquits | New mark | 25.830
9881286 | bisquits  | Kinder | 18
571153 | bonbon  | Nestle | 9.375
6053638 | cake chocolate | Nestle | 8
8147229 | bonbon chocolate | Ood | 9
9073253 | bonbon waffle | My firm | 9.261
233936 | waffle  | New mark | 7
3129325 | cookie  | New mark | 1.777
693789 | chocolate  | My firm | 16
161863 | pie bonbon | Milka | 8
1497900 | donnat donnat | New mark | 25.343
6634959 | waffle cookie | Kinder | 7
6362925 | waffle  | New mark | 8
8379464 | bonbon  | Ood | 28
1242601 | waffle  | Milka | 22
4125152 | bisquits pie | Milka | 29.823
4332497 | waffle bisquits | Kinder | 15.514
1372839 | waffle waffle | Kinder | 2.777
6563293 | chocolate donnat | Kinder | 25
1622957 | bonbon  | Karmela | 28.831
2843305 | bisquits waffle | Nestle | 12
7662281 | pie pie | Karmela | 10
3279458 | bisquits bisquits | Ood | 17.149
1378263 | bisquits cookie | Ood | 15.961
8894824 | bonbon bisquits | Kinder | 18
5703932 | cake bisquits | Ood | 4
1220246 | cookie cake | New mark | 27
2946674 | donnat cake | Kinder | 4
7339735 | pie chocolate | Karmela | 26
6165794 | bonbon  | Karmela | 21
8855944 | cookie  | Nestle | 7
7150970 | bonbon  | Kinder | 6
2340846 | bisquits bonbon | New mark | 18
4533653 | waffle donnat | Nestle | 6.258
8796418 | cookie  | My firm | 1.407
7186333 | cake bisquits | Nestle | 4
2099472 | cookie bisquits | Nestle | 11
9482724 | waffle waffle | Karmela | 7.49
6126897 | cake  | Ood | 22
6448964 | donnat bonbon | My firm | 24
8965235 | bisquits bonbon | New mark | 0.313
2980240 | chocolate pie | New mark | 27.795
371656 | waffle bisquits | Karmela | 2.172
4274956 | waffle cookie | My firm | 2.808
5693289 | donnat  | Milka | 27.808
2527526 | pie bisquits | Karmela | 6.15
9040858 | cookie  | Karmela | 22
4558034 | donnat chocolate | Nestle | 23
4006206 | cake bonbon | Ood | 2.830
8796204 | donnat pie | Karmela | 18
9338083 | pie donnat | Nestle | 11
9918267 | waffle waffle | Kinder | 3
2408269 | chocolate waffle | Nestle | 25.988
912375 | cake  | New mark | 5.653
2970103 | pie  | Kinder | 26.39
5820924 | waffle chocolate | Karmela | 20
7227326 | waffle bonbon | Ood | 19
2889666 | bisquits  | New mark | 14
6796984 | pie waffle | Milka | 20
1089873 | cake  | Kinder | 7
2008410 | waffle  | Ood | 8.412
6483048 | bisquits  | Milka | 19.385
7825445 | chocolate donnat | Nestle | 11.360
8058105 | cookie  | Ood | 0
2316863 | donnat  | Ood | 28.437
4049451 | chocolate donnat | Karmela | 1.311
5259343 | cake donnat | Nestle | 16.324
3655033 | cake pie | New mark | 19
9605874 | waffle  | Kinder | 12
240872 | bisquits bisquits | Ood | 11
441991 | donnat bisquits | New mark | 1.933
2284686 | donnat pie | Kinder | 19
2200192 | chocolate  | Karmela | 22
4077614 | cookie chocolate | Ood | 27
3645949 | chocolate bisquits | Milka | 5.429
9604055 | cookie  | New mark | 11
7321188 | waffle bisquits | Nestle | 21.50
6259801 | chocolate cake | Nestle | 19
2820542 | bisquits chocolate | New mark | 17.316
3748440 | cookie waffle | My firm | 7
2102707 | pie pie | Karmela | 4.744
5940304 | bonbon bisquits | My firm | 17
5448848 | pie chocolate | Karmela | 5.671
6025161 | chocolate chocolate | Kinder | 19
3390233 | cake chocolate | New mark | 16.592
9607950 | bonbon  | Karmela | 9
4395124 | bisquits cake | Nestle | 2.738
3648996 | cookie chocolate | Kinder | 22
971015 | chocolate chocolate | Milka | 26
5232149 | waffle waffle | Milka | 6
8454324 | waffle pie | New mark | 4
8738739 | waffle cookie | Milka | 18
2096208 | cake waffle | My firm | 26
1916311 | bisquits chocolate | Kinder | 24
3073030 | donnat pie | Ood | 1
1476295 | pie waffle | Karmela | 25.633
3283746 | cookie  | Milka | 7.723
376567 | chocolate bisquits | New mark | 19.145
6891179 | cake  | Kinder | 16
7387893 | pie  | My firm | 25.915
3715889 | chocolate chocolate | Karmela | 16
9380303 | chocolate cookie | Nestle | 17
8839262 | chocolate bonbon | Ood | 28
6600290 | cake  | New mark | 19.589
7689167 | cake waffle | Milka | 24
94953 | pie  | Milka | 2.207
6297638 | donnat cake | Ood | 15
7363030 | cake  | Ood | 2.711
3714170 | cake  | Ood | 10.169
3169712 | chocolate  | Milka | 23.874
1721234 | bisquits  | New mark | 21
302652 | cake chocolate | Karmela | 20
326136 | chocolate waffle | Milka | 15
6380783 | bonbon bonbon | New mark | 27.312
8860458 | cookie bonbon | Milka | 29
3055797 | bisquits  | Nestle | 26
6489427 | chocolate  | Nestle | 20
1364999 | bonbon pie | Kinder | 8.236
9536469 | waffle chocolate | New mark | 11
8364283 | chocolate waffle | Nestle | 22
7818079 | bonbon  | New mark | 18.989
1111493 | cake chocolate | Nestle | 27.246
7380568 | cookie donnat | New mark | 18
3885916 | bonbon cookie | Ood | 24.804
8431985 | bisquits cake | My firm | 14
2489292 | cake  | Milka | 25
9780225 | donnat waffle | Karmela | 17.958
5295751 | waffle  | Ood | 25
231848 | bonbon  | Nestle | 5.870
416528 | pie bonbon | Karmela | 23.277
2771437 | donnat pie | Milka | 12.162
606625 | bisquits  | New mark | 25.801
8339113 | pie cake | Karmela | 2
7182304 | chocolate pie | Ood | 5
2336086 | donnat chocolate | Karmela | 7
5133481 | chocolate bisquits | New mark | 29.979
9541831 | bonbon  | New mark | 29
4231746 | chocolate  | My firm | 5
2135786 | waffle bisquits | My firm | 29.827
3307282 | waffle bonbon | Kinder | 8.720
9356114 | bisquits chocolate | My firm | 22.676
8143714 | bonbon  | Nestle | 24
7572779 | cookie cookie | Nestle | 2.278
8885817 | pie bonbon | Karmela | 16
8592472 | cake bisquits | Karmela | 3
8295214 | chocolate  | My firm | 9.557
2658591 | pie chocolate | Nestle | 19.662
5081084 | donnat  | My firm | 19
8889450 | bisquits chocolate | My firm | 7
5415029 | waffle chocolate | New mark | 1
4364467 | waffle pie | Ood | 21
720100 | donnat  | Milka | 27.197
1587288 | pie  | Kinder | 13.940
7457042 | pie cake | Kinder | 18
2799449 | donnat cookie | Karmela | 13.98
1168775 | waffle donnat | New mark | 24
1837702 | pie donnat | New mark | 11
8900521 | donnat pie | New mark | 20
4542613 | chocolate chocolate | Ood | 23.268
7234567 | bisquits donnat | Kinder | 19
4879923 | cookie chocolate | Nestle | 17
930094 | chocolate bisquits | My firm | 0
1651682 | pie cookie | My firm | 19
7633771 | pie chocolate | Nestle | 27.353
1352645 | pie  | Kinder | 7
8579028 | bisquits bisquits | Kinder | 26
8411059 | bisquits bisquits | Kinder | 9
4567313 | bonbon cookie | Ood | 6
7056022 | cookie  | Ood | 20
7399107 | donnat  | Kinder | 13
4664383 | bisquits donnat | Milka | 13
4881314 | donnat waffle | New mark | 11
5394136 | donnat bisquits | New mark | 3.752
1523005 | pie waffle | Nestle | 12.926
2176380 | cookie bisquits | Ood | 7
1778447 | bisquits  | Milka | 21
1645680 | bonbon  | My firm | 2
8435435 | donnat bisquits | Nestle | 21
1549648 | cake pie | Kinder | 10.995
3233961 | pie bonbon | New mark | 8
7838368 | chocolate donnat | Nestle | 28
6865554 | bonbon bisquits | My firm | 10
5109957 | bonbon cookie | Milka | 2.744
4935774 | chocolate waffle | New mark | 25.357
4296681 | bisquits donnat | Milka | 18
4102799 | waffle bonbon | Kinder | 5
8357121 | pie chocolate | New mark | 17
5877921 | cookie  | New mark | 1
5180589 | chocolate bonbon | Milka | 11
4300023 | donnat waffle | New mark | 26
726631 | bonbon donnat | Milka | 16
2255026 | donnat pie | Kinder | 21
8418760 | pie bonbon | Kinder | 0.350
5345439 | cookie  | Karmela | 9
9423669 | chocolate bonbon | Ood | 1
4576745 | bonbon  | My firm | 14.292
602555 | bisquits chocolate | Karmela | 0
1178369 | waffle  | Karmela | 26
7216655 | cookie donnat | Karmela | 6.283
9990019 | chocolate chocolate | Karmela | 13
5707902 | bonbon cake | Kinder | 26.159
2607709 | donnat bisquits | Ood | 24
1683475 | cookie  | Karmela | 20
4428753 | bisquits bisquits | Ood | 0.343
7912868 | chocolate  | My firm | 6
2253900 | cookie  | Ood | 13
4358741 | cookie  | Karmela | 27.458
4077522 | pie  | Kinder | 28
5221004 | bonbon pie | Nestle | 3
2294885 | pie donnat | Ood | 23
2774833 | bisquits cookie | Milka | 7.426
9418037 | bisquits  | Nestle | 19
6535013 | waffle donnat | Kinder | 23
4191318 | waffle cake | New mark | 16.620
315874 | chocolate bonbon | My firm | 5.317
5198650 | donnat cookie | Kinder | 5
5805858 | chocolate bisquits | Karmela | 10
9818156 | pie donnat | Ood | 29
8508036 | bisquits chocolate | New mark | 27.445
1793897 | chocolate cookie | Milka | 7
3545872 | bisquits bonbon | Ood | 7
3297093 | bonbon bisquits | Nestle | 3
1586851 | cookie  | Kinder | 18
5682448 | chocolate bisquits | Milka | 7.866
3304445 | donnat bonbon | My firm | 0
7415820 | waffle chocolate | My firm | 7.458
4317658 | cookie chocolate | My firm | 0
469221 | cookie cookie | Nestle | 9
2962332 | donnat chocolate | New mark | 29.661
1153223 | pie  | My firm | 12.697
242906 | bonbon cookie | Karmela | 0
6934020 | chocolate pie | New mark | 27
6074678 | donnat bonbon | Ood | 3
3632734 | bisquits chocolate | Milka | 23
7128778 | chocolate  | Karmela | 12
5139281 | waffle  | Ood | 22
5271085 | bisquits waffle | Ood | 7
2349093 | cookie cookie | Nestle | 14.29
6610172 | pie waffle | Nestle | 7
9805242 | chocolate bonbon | Nestle | 17
1801108 | cake waffle | Milka | 17
7905381 | pie pie | Ood | 16
7246778 | waffle bonbon | Nestle | 9
6433057 | bonbon waffle | My firm | 4.459
9520460 | cake pie | Nestle | 9.816
8809612 | bisquits cookie | Ood | 27.675
5029623 | cake bisquits | Karmela | 22.922
2515980 | chocolate cookie | Nestle | 0
4272656 | chocolate  | Ood | 28
1030516 | bonbon waffle | Karmela | 27
9850660 | cake cake | Ood | 21
7987696 | cake  | New mark | 5
9758439 | cookie  | New mark | 22
8589112 | cake cookie | My firm | 0
7664624 | waffle donnat | New mark | 29
2854282 | donnat chocolate | New mark | 18
1414537 | pie chocolate | My firm | 21
9336111 | cookie pie | New mark | 4.177
9851552 | bonbon cake | My firm | 28
2928389 | pie  | New mark | 10.37
9558095 | bonbon bonbon | Ood | 21
2694615 | waffle  | Nestle | 29
8087731 | cookie  | Kinder | 24
1083384 | donnat cake | Kinder | 2
6607682 | cookie pie | Karmela | 11.895
6353278 | pie cookie | Milka | 9
7156937 | pie bisquits | My firm | 3
7366606 | cake  | Kinder | 15.85
5917262 | cookie chocolate | Milka | 1.339
5555156 | bisquits pie | Ood | 5
3067173 | waffle waffle | New mark | 7
2218224 | pie cookie | Ood | 24.679
6586032 | pie  | New mark | 1.982
5441224 | donnat  | Milka | 11.52
4211989 | cake  | My firm | 28
6974987 | waffle  | Nestle | 25.330
577985 | cookie chocolate | Nestle | 2
7013785 | chocolate bonbon | Kinder | 17.932
6398235 | bonbon pie | Nestle | 5
7937453 | bisquits donnat | Ood | 29.798
5833402 | donnat  | Ood | 27.174
2036725 | cake  | Nestle | 10.929
601255 | bisquits chocolate | New mark | 23
8407787 | donnat bonbon | Karmela | 21
5774443 | cookie  | Ood | 13.227
1640674 | chocolate waffle | Ood | 13.842
5745050 | chocolate chocolate | Ood | 7.518
8223304 | bonbon donnat | New mark | 29
7197627 | bonbon  | New mark | 18.68
4568028 | donnat  | Karmela | 26.661
6505607 | pie  | New mark | 29
6517369 | bisquits pie | Milka | 13.395
6766913 | chocolate waffle | Milka | 21
1834675 | cookie waffle | Karmela | 15
9298933 | chocolate  | Nestle | 25
1717697 | bisquits  | Kinder | 22
7262668 | waffle waffle | My firm | 5.673
7801114 | donnat bonbon | Karmela | 16
4670931 | bisquits waffle | Nestle | 27.412
6672552 | cake cookie | Milka | 6.860
2068408 | cake donnat | Karmela | 19.225
2093947 | waffle pie | Kinder | 9
6578034 | bisquits  | Karmela | 2
6821438 | waffle cookie | Ood | 26
6910157 | cookie  | My firm | 13.472
4752923 | chocolate chocolate | New mark | 5
2408327 | donnat  | Nestle | 11
7416074 | bonbon  | Ood | 15.283
5246969 | bisquits bisquits | Karmela | 23
5347813 | cake waffle | Nestle | 0
4717046 | cookie chocolate | Ood | 26.441
4512525 | cookie  | Karmela | 16.517
2538054 | chocolate bonbon | New mark | 28.107
1911846 | waffle  | New mark | 24
5408567 | cake  | Nestle | 14.594
5767759 | pie bisquits | Kinder | 2
3913571 | chocolate  | Milka | 9.391
3148094 | waffle  | Milka | 27
4710337 | cookie pie | Kinder | 12
9103957 | donnat  | Milka | 1
9228115 | cake  | Nestle | 25
8646658 | bonbon chocolate | Nestle | 24
7892721 | bonbon  | Milka | 27.567
9128961 | chocolate  | Milka | 24.618
2378883 | donnat pie | New mark | 5
941608 | cake  | Milka | 8
457389 | bonbon waffle | Milka | 0
6403253 | cake cake | Nestle | 5
8530751 | pie donnat | My firm | 16.626
2064100 | bonbon  | Karmela | 18
6951112 | waffle  | Kinder | 19
5214501 | pie cookie | Ood | 23
9781568 | cookie  | New mark | 14
6896650 | cake  | Kinder | 3
7372550 | cookie donnat | My firm | 4
3919232 | cookie bonbon | My firm | 17
7264606 | donnat  | My firm | 1.710
7793470 | chocolate  | Ood | 11
59651 | donnat  | Nestle | 12
4118432 | donnat chocolate | New mark | 24
2550916 | waffle  | Kinder | 13
2731885 | pie cake | Karmela | 25.43
9562800 | donnat waffle | Kinder | 5
6671047 | waffle  | My firm | 21
1623528 | pie pie | Milka | 18
8155483 | bisquits chocolate | Karmela | 4.17
1360873 | bonbon cookie | Nestle | 28
9385415 | cookie pie | Karmela | 1
9375445 | donnat cake | Milka | 3
900518 | pie  | Milka | 12.633
4008499 | bisquits donnat | Kinder | 10
2304893 | cookie  | Nestle | 18
8767766 | bisquits  | My firm | 28
2275615 | waffle cookie | Ood | 29
596762 | chocolate waffle | Milka | 29
8217034 | cookie  | Ood | 25
6988022 | chocolate waffle | My firm | 11
4040459 | chocolate cake | New mark | 9
9999215 | bonbon pie | Ood | 27.298
4849818 | pie  | New mark | 10
8850862 | bisquits  | Milka | 19
8607687 | bonbon chocolate | Kinder | 14
5797551 | donnat  | Karmela | 18
1385701 | cake cake | Nestle | 29
4852774 | waffle pie | Nestle | 22.674
5189596 | cake waffle | Milka | 28
8293294 | cookie cake | My firm | 15
3189067 | bisquits  | My firm | 23.155
3123666 | cake bisquits | New mark | 26
5986043 | pie bisquits | My firm | 22.237
4872314 | bonbon donnat | Milka | 27.928
6721974 | cookie donnat | Kinder | 9
9010112 | donnat cookie | Milka | 3
1784035 | waffle  | My firm | 6
922164 | bisquits pie | My firm | 2
9865778 | chocolate chocolate | Milka | 9
652302 | pie  | Ood | 11.189
7759690 | waffle bonbon | New mark | 4
329490 | chocolate cookie | Karmela | 7
3394587 | cookie cookie | Kinder | 15
8685392 | bonbon bisquits | Ood | 11
4234786 | chocolate  | Milka | 28
3162474 | donnat cookie | Karmela | 28.953
9887675 | pie cookie | Kinder | 26
2219822 | cake waffle | New mark | 15
2543753 | donnat donnat | New mark | 17
9445160 | pie cake | New mark | 15
